 4_0
-----------------------------------------------------------------------
 Push step   Relax step   Lanczos step   Potential energy   Eigenvalue
         1            1             15       -1979.422166     0.961353
         2            0              3       -1979.339613     0.969226
         2            1              3       -1979.341787     0.969226
         3            0              7       -1979.177989     0.813600
         3            1              7       -1979.191962     0.813600
         4            0              4       -1978.952693     0.707811
         4            1              4       -1978.996978     0.707811
         5            0             11       -1978.684959     0.304503
         5            1             11       -1978.802649     0.304503
         6            0             10       -1978.434146     0.246456
         6            1             10       -1978.510392     0.246456
         7            0             13       -1978.508761    -0.041088
         7            1             13       -1978.770651    -0.041088
         8            0             12       -1978.464470     0.627649
         8            1             12       -1978.563247     0.627649
         9            0              8       -1978.179931     0.434409
         9            1              8       -1978.207459     0.434409
        10            0             10       -1977.737885     0.242058
        10            1             10       -1977.751342     0.242058
        11            0             17       -1977.730855    -0.411491
        11            1             17       -1978.085131    -0.411491
        12            0              7       -1978.034560    -1.137707
        13            0              4       -1977.990366    -1.424444
        14            0              3       -1977.955646    -1.069512
        14            1              3       -1978.288672    -1.069512
        14            2              3       -1978.529510    -1.069512
        14            3              3       -1978.709990    -1.069512
        14            4              3       -1978.847820    -1.069512
        14            5              3       -1978.952878    -1.069512
        14            6              3       -1979.030445    -1.069512
        14            7              3       -1979.084512    -1.069512
        14            8              3       -1979.118372    -1.069512
        14            9              3       -1979.123495    -1.069512
        14           10              3       -1979.130834    -1.069512
        14           11              3       -1979.136223    -1.069512
        15            0              6       -1979.109298    -0.876036
        15            1              6       -1979.111229    -0.876036
        16            0              5       -1979.089811    -0.432620
        16            1              5       -1979.091978    -0.432620
        16            2              5       -1979.094859    -0.432620
        16            3              5       -1979.097274    -0.432620
        16            4              5       -1979.098905    -0.432620
        17            0              7       -1979.084352    -0.367146
        17            1              7       -1979.086608    -0.367146
        17            2              7       -1979.088841    -0.367146
        17            3              7       -1979.090548    -0.367146
        17            4              7       -1979.091654    -0.367146
        17            5              7       -1979.092484    -0.367146
        17            6              7       -1979.093081    -0.367146
        17            7              7       -1979.093564    -0.367146
        18            0              6       -1979.087390    -0.643914
        18            1              6       -1979.089655    -0.643914
        18            2              6       -1979.090563    -0.643914
        18            3              6       -1979.090767    -0.643914
        18            4              6       -1979.090889    -0.643914
        18            5              6       -1979.090985    -0.643914
        18            6              6       -1979.091068    -0.643914
        18            7              6       -1979.091136    -0.643914
        18            8              6       -1979.091195    -0.643914
        18            9              6       -1979.091245    -0.643914
        18           10              6       -1979.091288    -0.643914
        18           11              6       -1979.091325    -0.643914
        18           12              6       -1979.091357    -0.643914
        18           13              6       -1979.091384    -0.643914
        18           14              6       -1979.091408    -0.643914
        18           15              6       -1979.091429    -0.643914
        18           16              6       -1979.091447    -0.643914
        18           17              6       -1979.091462    -0.643914
        18           18              6       -1979.091475    -0.643914
        18           19              6       -1979.091487    -0.643914
        18           20              6       -1979.091497    -0.643914
        18           21              6       -1979.091506    -0.643914
        18           22              6       -1979.091514    -0.643914
        18           23              6       -1979.091520    -0.643914
        18           24              6       -1979.091526    -0.643914
        18           25              6       -1979.091531    -0.643914
        18           26              6       -1979.091535    -0.643914
        18           27              6       -1979.091539    -0.643914
        18           28              6       -1979.091542    -0.643914
        18           29              6       -1979.091545    -0.643914
        18           30              6       -1979.091547    -0.643914
        19            0              4       -1979.091574   -15.748821
        19            1              4       -1979.095385   -15.748821
        19            2              4       -1979.096626   -15.748821
        19            3              4       -1979.097217   -15.748821
        19            4              4       -1979.097586   -15.748821
        19            5              4       -1979.097841   -15.748821
        19            6              4       -1979.098022   -15.748821
        19            7              4       -1979.098159   -15.748821
        19            8              4       -1979.098266   -15.748821
        19            9              4       -1979.098352   -15.748821
        19           10              4       -1979.098423   -15.748821
        19           11              4       -1979.098481   -15.748821
        19           12              4       -1979.098531   -15.748821
        19           13              4       -1979.098574   -15.748821
        19           14              4       -1979.098610   -15.748821
        19           15              4       -1979.098642   -15.748821
        19           16              4       -1979.098669   -15.748821
        19           17              4       -1979.098693   -15.748821
        19           18              4       -1979.098714   -15.748821
        19           19              4       -1979.098733   -15.748821
        19           20              4       -1979.098749   -15.748821
        20            0              7       -1979.098565    -1.038221
        20            1              7       -1979.098577    -1.038221
        20            2              7       -1979.098586    -1.038221
        20            3              7       -1979.098594    -1.038221
        20            4              7       -1979.098601    -1.038221
        20            5              7       -1979.098607    -1.038221
        20            6              7       -1979.098613    -1.038221
        20            7              7       -1979.098619    -1.038221
        20            8              7       -1979.098624    -1.038221
        20            9              7       -1979.098628    -1.038221
        20           10              7       -1979.098632    -1.038221
        20           11              7       -1979.098636    -1.038221
        20           12              7       -1979.098640    -1.038221
        20           13              7       -1979.098643    -1.038221
        20           14              7       -1979.098646    -1.038221
        20           15              7       -1979.098649    -1.038221
        20           16              7       -1979.098652    -1.038221
        20           17              7       -1979.098655    -1.038221
        20           18              7       -1979.098657    -1.038221
        20           19              7       -1979.098659    -1.038221
        20           20              7       -1979.098661    -1.038221
        20           21              7       -1979.098663    -1.038221
        20           22              7       -1979.098665    -1.038221
        20           23              7       -1979.098667    -1.038221
        20           24              7       -1979.098668    -1.038221
        20           25              7       -1979.098670    -1.038221
        20           26              7       -1979.098672    -1.038221
        20           27              7       -1979.098673    -1.038221
        20           28              7       -1979.098674    -1.038221
        20           29              7       -1979.098676    -1.038221
        20           30              7       -1979.098677    -1.038221
        20           31              7       -1979.098679    -1.038221
        20           32              7       -1979.098680    -1.038221
        20           33              7       -1979.098681    -1.038221
        20           34              7       -1979.098681    -1.038221
-----------------------------------------------------------------------
 State of the saddle   Barrier energy   Reaction energy   Elapsed time
-----------------------------------------------------------------------
           Connected         0.345037         -0.032110      24.524452
-----------------------------------------------------------------------
 8_4
-----------------------------------------------------------------------
 Push step   Relax step   Lanczos step   Potential energy   Eigenvalue
-----------------------------------------------------------------------
         0            0              0       -1979.443718   ----------
         1            0             18       -1979.402863     0.886018
         1            1             18       -1979.413367     0.886018
         2            0              3       -1979.311324     0.869846
         2            1              3       -1979.315555     0.869846
         3            0              4       -1979.132463     0.931846
         3            1              4       -1979.139897     0.931846
         4            0              3       -1978.874451     0.896626
         4            1              3       -1978.883579     0.896626
         5            0              7       -1978.528262     0.794701
         5            1              7       -1978.576937     0.794701
         6            0              3       -1978.136812     0.703804
         6            1              3       -1978.232894     0.703804
         7            0             12       -1978.158561    -0.316031
         8            0              4       -1978.083483    -1.013780
         9            0              3       -1978.015738    -1.000668
        10            0              4       -1977.954708    -0.666929
        10            1              4       -1978.381780    -0.666929
        10            2              4       -1978.678008    -0.666929
        10            3              4       -1978.878284    -0.666929
        10            4              4       -1979.007395    -0.666929
        10            5              4       -1979.085379    -0.666929
        10            6              4       -1979.127190    -0.666929
        11            0              6       -1979.099593    -0.831681
        11            1              6       -1979.113903    -0.831681
        11            2              6       -1979.126517    -0.831681
        11            3              6       -1979.132709    -0.831681
        11            4              6       -1979.136061    -0.831681
        12            0              6       -1979.121087    -0.767609
        12            1              6       -1979.123051    -0.767609
        12            2              6       -1979.125717    -0.767609
        12            3              6       -1979.128271    -0.767609
        12            4              6       -1979.130252    -0.767609
        12            5              6       -1979.131926    -0.767609
        12            6              6       -1979.133244    -0.767609
        12            7              6       -1979.134394    -0.767609
        12            8              6       -1979.135357    -0.767609
        12            9              6       -1979.136221    -0.767609
        12           10              6       -1979.136968    -0.767609
        12           11              6       -1979.137648    -0.767609
        12           12              6       -1979.138247    -0.767609
        12           13              6       -1979.138794    -0.767609
        12           14              6       -1979.139281    -0.767609
        12           15              6       -1979.139729    -0.767609
        12           16              6       -1979.140129    -0.767609
        12           17              6       -1979.140498    -0.767609
        12           18              6       -1979.140830    -0.767609
        12           19              6       -1979.141136    -0.767609
        12           20              6       -1979.141413    -0.767609
        12           21              6       -1979.141669    -0.767609
        12           22              6       -1979.141900    -0.767609
        12           23              6       -1979.142115    -0.767609
        12           24              6       -1979.142309    -0.767609
        12           25              6       -1979.142490    -0.767609
        12           26              6       -1979.142654    -0.767609
        12           27              6       -1979.142807    -0.767609
        12           28              6       -1979.142945    -0.767609
        12           29              6       -1979.143074    -0.767609
        12           30              6       -1979.143191    -0.767609
        12           31              6       -1979.143301    -0.767609
        12           32              6       -1979.143401    -0.767609
        12           33              6       -1979.143494    -0.767609
        12           34              6       -1979.143579    -0.767609
        12           35              6       -1979.143659    -0.767609
        12           36              6       -1979.143732    -0.767609
        12           37              6       -1979.143800    -0.767609
        12           38              6       -1979.143863    -0.767609
        12           39              6       -1979.143921    -0.767609
        12           40              6       -1979.143975    -0.767609
        12           41              6       -1979.144025    -0.767609
        12           42              6       -1979.144071    -0.767609
        12           43              6       -1979.144115    -0.767609
        12           44              6       -1979.144155    -0.767609
        12           45              6       -1979.144192    -0.767609
        13            0              6       -1979.143977    -1.231489
        13            1              6       -1979.144052    -1.231489
        13            2              6       -1979.144123    -1.231489
        13            3              6       -1979.144182    -1.231489
        13            4              6       -1979.144236    -1.231489
        13            5              6       -1979.144282    -1.231489
        13            6              6       -1979.144323    -1.231489
        13            7              6       -1979.144359    -1.231489
        13            8              6       -1979.144391    -1.231489
        13            9              6       -1979.144420    -1.231489
        13           10              6       -1979.144445    -1.231489
        13           11              6       -1979.144468    -1.231489
        13           12              6       -1979.144488    -1.231489
        13           13              6       -1979.144506    -1.231489
        13           14              6       -1979.144521    -1.231489
        13           15              6       -1979.144536    -1.231489
        13           16              6       -1979.144548    -1.231489
        13           17              6       -1979.144559    -1.231489
        13           18              6       -1979.144569    -1.231489
        13           19              6       -1979.144578    -1.231489
        13           20              6       -1979.144586    -1.231489
        13           21              6       -1979.144593    -1.231489
        13           22              6       -1979.144598    -1.231489
        13           23              6       -1979.144604    -1.231489
        13           24              6       -1979.144608    -1.231489
        13           25              6       -1979.144612    -1.231489
        13           26              6       -1979.144615    -1.231489
        13           27              6       -1979.144618    -1.231489
        13           28              6       -1979.144620    -1.231489
        14            0              4       -1979.144596   -12.853741
        14            1              4       -1979.146953   -12.853741
        14            2              4       -1979.147809   -12.853741
        14            3              4       -1979.148253   -12.853741
        14            4              4       -1979.148546   -12.853741
        14            5              4       -1979.148753   -12.853741
        14            6              4       -1979.148905   -12.853741
        14            7              4       -1979.149022   -12.853741
        14            8              4       -1979.149113   -12.853741
        14            9              4       -1979.149185   -12.853741
        14           10              4       -1979.149244   -12.853741
        14           11              4       -1979.149292   -12.853741
        14           12              4       -1979.149332   -12.853741
        14           13              4       -1979.149365   -12.853741
        14           14              4       -1979.149394   -12.853741
        14           15              4       -1979.149417   -12.853741
        14           16              4       -1979.149438   -12.853741
        15            0              6       -1979.149236    -1.325414
        15            1              6       -1979.149248    -1.325414
        15            2              6       -1979.149257    -1.325414
        15            3              6       -1979.149264    -1.325414
        15            4              6       -1979.149271    -1.325414
        15            5              6       -1979.149276    -1.325414
        15            6              6       -1979.149281    -1.325414
        15            7              6       -1979.149286    -1.325414
        15            8              6       -1979.149290    -1.325414
        15            9              6       -1979.149293    -1.325414
        15           10              6       -1979.149297    -1.325414
        15           11              6       -1979.149300    -1.325414
        15           12              6       -1979.149302    -1.325414
        15           13              6       -1979.149305    -1.325414
        15           14              6       -1979.149307    -1.325414
        15           15              6       -1979.149309    -1.325414
        15           16              6       -1979.149311    -1.325414
        15           17              6       -1979.149313    -1.325414
        15           18              6       -1979.149315    -1.325414
        15           19              6       -1979.149316    -1.325414
        15           20              6       -1979.149318    -1.325414
        15           21              6       -1979.149319    -1.325414
        15           22              6       -1979.149320    -1.325414
        15           23              6       -1979.149321    -1.325414
        15           24              6       -1979.149322    -1.325414
        15           25              6       -1979.149323    -1.325414
        15           26              6       -1979.149324    -1.325414
        15           27              6       -1979.149325    -1.325414
        15           28              6       -1979.149326    -1.325414
        15           29              6       -1979.149327    -1.325414
        15           30              6       -1979.149327    -1.325414
        15           31              6       -1979.149328    -1.325414
        15           32              6       -1979.149329    -1.325414
        15           33              6       -1979.149329    -1.325414
        15           34              6       -1979.149330    -1.325414
        15           35              6       -1979.149331    -1.325414
        15           36              6       -1979.149331    -1.325414
        15           37              6       -1979.149332    -1.325414
        15           38              6       -1979.149332    -1.325414
        15           39              6       -1979.149333    -1.325414
        15           40              6       -1979.149333    -1.325414
        15           41              6       -1979.149334    -1.325414
        15           42              6       -1979.149334    -1.325414
        15           43              6       -1979.149335    -1.325414
        15           44              6       -1979.149335    -1.325414
        15           45              6       -1979.149335    -1.325414
        15           46              6       -1979.149336    -1.325414
        15           47              6       -1979.149336    -1.325414
        15           48              6       -1979.149337    -1.325414
        15           49              6       -1979.149337    -1.325414
        15           50              6       -1979.149338    -1.325414
        15           51              6       -1979.149338    -1.325414
        15           52              6       -1979.149339    -1.325414
        15           53              6       -1979.149339    -1.325414
        15           54              6       -1979.149340    -1.325414
-----------------------------------------------------------------------
 State of the saddle   Barrier energy   Reaction energy   Elapsed time
-----------------------------------------------------------------------
           Connected         0.294378         -0.180591      25.272831
-----------------------------------------------------------------------
 6_2
-----------------------------------------------------------------------
 Push step   Relax step   Lanczos step   Potential energy   Eigenvalue
-----------------------------------------------------------------------
         0            0              0       -1979.443718   ----------
         1            0             17       -1979.409751     0.906927
         1            1             17       -1979.420426     0.906927
         2            0              3       -1979.337393     0.875959
         2            1              3       -1979.340713     0.875959
         3            0              8       -1979.182730     0.665614
         3            1              8       -1979.196174     0.665614
         4            0              3       -1978.965802     0.601436
         4            1              3       -1978.986778     0.601436
         5            0             10       -1978.674075     0.281754
         5            1             10       -1978.725800     0.281754
         6            0              6       -1978.335624     0.234466
         6            1              6       -1978.375634     0.234466
         7            0             13       -1978.367311    -0.123928
         7            1             13       -1978.634110    -0.123928
         8            0             15       -1978.261239     0.061415
         8            1             15       -1978.360485     0.061415
         9            0              5       -1978.325829    -0.211843
         9            1              5       -1978.560879    -0.211843
        10            0             11       -1978.509354    -0.098996
        11            0              8       -1978.461277    -0.437551
        12            0              4       -1978.412673    -0.460577
        12            1              4       -1978.672906    -0.460577
        12            2              4       -1978.854175    -0.460577
        12            3              4       -1978.979824    -0.460577
        12            4              4       -1979.066810    -0.460577
        12            5              4       -1979.126866    -0.460577
        12            6              4       -1979.167031    -0.460577
        13            0             11       -1979.121038    -0.018813
        14            0              8       -1979.075229    -0.027122
        15            0             10       -1979.033250    -0.053652
        15            1             10       -1979.044390    -0.053652
        15            2             10       -1979.067089    -0.053652
        15            3             10       -1979.094181    -0.053652
        16            0              7       -1979.074867    -0.910246
        16            1              7       -1979.084063    -0.910246
        16            2              7       -1979.103991    -0.910246
        16            3              7       -1979.131534    -0.910246
        16            4              7       -1979.150311    -0.910246
        16            5              7       -1979.163538    -0.910246
        16            6              7       -1979.170429    -0.910246
        16            7              7       -1979.172472    -0.910246
        16            8              7       -1979.173377    -0.910246
        16            9              7       -1979.173974    -0.910246
        16           10              7       -1979.174429    -0.910246
        16           11              7       -1979.174812    -0.910246
        16           12              7       -1979.175142    -0.910246
        16           13              7       -1979.175435    -0.910246
        16           14              7       -1979.175695    -0.910246
        16           15              7       -1979.175929    -0.910246
        16           16              7       -1979.176142    -0.910246
        16           17              7       -1979.176335    -0.910246
        16           18              7       -1979.176512    -0.910246
        16           19              7       -1979.176674    -0.910246
        16           20              7       -1979.176823    -0.910246
        16           21              7       -1979.176961    -0.910246
        16           22              7       -1979.177089    -0.910246
        16           23              7       -1979.177208    -0.910246
        16           24              7       -1979.177319    -0.910246
        16           25              7       -1979.177422    -0.910246
        16           26              7       -1979.177519    -0.910246
        16           27              7       -1979.177609    -0.910246
        16           28              7       -1979.177694    -0.910246
        16           29              7       -1979.177774    -0.910246
        16           30              7       -1979.177849    -0.910246
        16           31              7       -1979.177920    -0.910246
        16           32              7       -1979.177987    -0.910246
        16           33              7       -1979.178051    -0.910246
        16           34              7       -1979.178111    -0.910246
        16           35              7       -1979.178168    -0.910246
        16           36              7       -1979.178223    -0.910246
        16           37              7       -1979.178274    -0.910246
        16           38              7       -1979.178324    -0.910246
        16           39              7       -1979.178371    -0.910246
        16           40              7       -1979.178416    -0.910246
        16           41              7       -1979.178459    -0.910246
        16           42              7       -1979.178500    -0.910246
        16           43              7       -1979.178539    -0.910246
        16           44              7       -1979.178577    -0.910246
        16           45              7       -1979.178613    -0.910246
        16           46              7       -1979.178648    -0.910246
        16           47              7       -1979.178681    -0.910246
        16           48              7       -1979.178714    -0.910246
        16           49              7       -1979.178744    -0.910246
        16           50              7       -1979.178774    -0.910246
        16           51              7       -1979.178803    -0.910246
        16           52              7       -1979.178830    -0.910246
        16           53              7       -1979.178857    -0.910246
        16           54              7       -1979.178882    -0.910246
        16           55              7       -1979.178907    -0.910246
        16           56              7       -1979.178931    -0.910246
        16           57              7       -1979.178954    -0.910246
        16           58              7       -1979.178976    -0.910246
        16           59              7       -1979.178998    -0.910246
        16           60              7       -1979.179019    -0.910246
        16           61              7       -1979.179039    -0.910246
        16           62              7       -1979.179058    -0.910246
        16           63              7       -1979.179077    -0.910246
        16           64              7       -1979.179095    -0.910246
        16           65              7       -1979.179113    -0.910246
        16           66              7       -1979.179130    -0.910246
        16           67              7       -1979.179146    -0.910246
        16           68              7       -1979.179162    -0.910246
        16           69              7       -1979.179177    -0.910246
        16           70              7       -1979.179192    -0.910246
        16           71              7       -1979.179207    -0.910246
        16           72              7       -1979.179221    -0.910246
        16           73              7       -1979.179234    -0.910246
        16           74              7       -1979.179247    -0.910246
        16           75              7       -1979.179260    -0.910246
        16           76              7       -1979.179273    -0.910246
        16           77              7       -1979.179284    -0.910246
        16           78              7       -1979.179296    -0.910246
        16           79              7       -1979.179307    -0.910246
        16           80              7       -1979.179318    -0.910246
        16           81              7       -1979.179329    -0.910246
        16           82              7       -1979.179339    -0.910246
        16           83              7       -1979.179349    -0.910246
        16           84              7       -1979.179359    -0.910246
        16           85              7       -1979.179368    -0.910246
        16           86              7       -1979.179377    -0.910246
        16           87              7       -1979.179386    -0.910246
        16           88              7       -1979.179394    -0.910246
        16           89              7       -1979.179402    -0.910246
        16           90              7       -1979.179410    -0.910246
        16           91              7       -1979.179418    -0.910246
        16           92              7       -1979.179426    -0.910246
        16           93              7       -1979.179433    -0.910246
        16           94              7       -1979.179440    -0.910246
        16           95              7       -1979.179447    -0.910246
        16           96              7       -1979.179454    -0.910246
        16           97              7       -1979.179460    -0.910246
        16           98              7       -1979.179466    -0.910246
        16           99              7       -1979.179473    -0.910246
        16          100              7       -1979.179478    -0.910246
        16          101              7       -1979.179484    -0.910246
        16          102              7       -1979.179490    -0.910246
        16          103              7       -1979.179495    -0.910246
        16          104              7       -1979.179500    -0.910246
        16          105              7       -1979.179506    -0.910246
        16          106              7       -1979.179510    -0.910246
        16          107              7       -1979.179515    -0.910246
        16          108              7       -1979.179520    -0.910246
        16          109              7       -1979.179524    -0.910246
        16          110              7       -1979.179529    -0.910246
        16          111              7       -1979.179533    -0.910246
        16          112              7       -1979.179537    -0.910246
        16          113              7       -1979.179541    -0.910246
        16          114              7       -1979.179545    -0.910246
        16          115              7       -1979.179549    -0.910246
        16          116              7       -1979.179553    -0.910246
        16          117              7       -1979.179556    -0.910246
        16          118              7       -1979.179560    -0.910246
        16          119              7       -1979.179563    -0.910246
        16          120              7       -1979.179566    -0.910246
        16          121              7       -1979.179570    -0.910246
        16          122              7       -1979.179573    -0.910246
        17            0              9       -1979.179483    -0.646320
        17            1              9       -1979.180302    -0.646320
        17            2              9       -1979.180362    -0.646320
        17            3              9       -1979.180390    -0.646320
        17            4              9       -1979.180404    -0.646320
        17            5              9       -1979.180413    -0.646320
        17            6              9       -1979.180419    -0.646320
        17            7              9       -1979.180424    -0.646320
        17            8              9       -1979.180427    -0.646320
        17            9              9       -1979.180430    -0.646320
        17           10              9       -1979.180432    -0.646320
        17           11              9       -1979.180433    -0.646320
        17           12              9       -1979.180435    -0.646320
        17           13              9       -1979.180436    -0.646320
        17           14              9       -1979.180437    -0.646320
        17           15              9       -1979.180438    -0.646320
        17           16              9       -1979.180439    -0.646320
        17           17              9       -1979.180439    -0.646320
        17           18              9       -1979.180440    -0.646320
        17           19              9       -1979.180441    -0.646320
        17           20              9       -1979.180441    -0.646320
        17           21              9       -1979.180442    -0.646320
        17           22              9       -1979.180442    -0.646320
        17           23              9       -1979.180442    -0.646320
        17           24              9       -1979.180443    -0.646320
        17           25              9       -1979.180443    -0.646320
        17           26              9       -1979.180443    -0.646320
        17           27              9       -1979.180444    -0.646320
        17           28              9       -1979.180444    -0.646320
        18            0              4       -1979.180464   -17.347495
        18            1              4       -1979.185180   -17.347495
        18            2              4       -1979.187092   -17.347495
        18            3              4       -1979.188131   -17.347495
        18            4              4       -1979.188855   -17.347495
        18            5              4       -1979.189408   -17.347495
        18            6              4       -1979.189831   -17.347495
        18            7              4       -1979.190175   -17.347495
        18            8              4       -1979.190453   -17.347495
        18            9              4       -1979.190688   -17.347495
        18           10              4       -1979.190884   -17.347495
        18           11              4       -1979.191054   -17.347495
        18           12              4       -1979.191201   -17.347495
        18           13              4       -1979.191331   -17.347495
        18           14              4       -1979.191445   -17.347495
        18           15              4       -1979.191548   -17.347495
        18           16              4       -1979.191639   -17.347495
        18           17              4       -1979.191722   -17.347495
        18           18              4       -1979.191796   -17.347495
        18           19              4       -1979.191863   -17.347495
        18           20              4       -1979.191923   -17.347495
        18           21              4       -1979.191979   -17.347495
        19            0              7       -1979.191307    -1.305687
        19            1              7       -1979.191344    -1.305687
        19            2              7       -1979.191373    -1.305687
        19            3              7       -1979.191397    -1.305687
        19            4              7       -1979.191418    -1.305687
        19            5              7       -1979.191437    -1.305687
        19            6              7       -1979.191454    -1.305687
        19            7              7       -1979.191470    -1.305687
        19            8              7       -1979.191485    -1.305687
        19            9              7       -1979.191498    -1.305687
        19           10              7       -1979.191510    -1.305687
        19           11              7       -1979.191521    -1.305687
        19           12              7       -1979.191531    -1.305687
        19           13              7       -1979.191541    -1.305687
        19           14              7       -1979.191549    -1.305687
        19           15              7       -1979.191558    -1.305687
        19           16              7       -1979.191565    -1.305687
        19           17              7       -1979.191572    -1.305687
        19           18              7       -1979.191578    -1.305687
        19           19              7       -1979.191584    -1.305687
        19           20              7       -1979.191590    -1.305687
        19           21              7       -1979.191595    -1.305687
        19           22              7       -1979.191600    -1.305687
        19           23              7       -1979.191605    -1.305687
        19           24              7       -1979.191609    -1.305687
        19           25              7       -1979.191613    -1.305687
        19           26              7       -1979.191617    -1.305687
        19           27              7       -1979.191620    -1.305687
        19           28              7       -1979.191624    -1.305687
        19           29              7       -1979.191627    -1.305687
        19           30              7       -1979.191630    -1.305687
        19           31              7       -1979.191632    -1.305687
        19           32              7       -1979.191635    -1.305687
        19           33              7       -1979.191637    -1.305687
        19           34              7       -1979.191640    -1.305687
        19           35              7       -1979.191642    -1.305687
        19           36              7       -1979.191644    -1.305687
        19           37              7       -1979.191646    -1.305687
        19           38              7       -1979.191648    -1.305687
        19           39              7       -1979.191650    -1.305687
        19           40              7       -1979.191652    -1.305687
        19           41              7       -1979.191653    -1.305687
        19           42              7       -1979.191655    -1.305687
        19           43              7       -1979.191656    -1.305687
        19           44              7       -1979.191658    -1.305687
        19           45              7       -1979.191659    -1.305687
        19           46              7       -1979.191660    -1.305687
        19           47              7       -1979.191662    -1.305687
        19           48              7       -1979.191663    -1.305687
        19           49              7       -1979.191664    -1.305687
        19           50              7       -1979.191665    -1.305687
        19           51              7       -1979.191666    -1.305687
        19           52              7       -1979.191667    -1.305687
        19           53              7       -1979.191668    -1.305687
        19           54              7       -1979.191669    -1.305687
        19           55              7       -1979.191670    -1.305687
        19           56              7       -1979.191671    -1.305687
        19           57              7       -1979.191672    -1.305687
        19           58              7       -1979.191673    -1.305687
        19           59              7       -1979.191673    -1.305687
        19           60              7       -1979.191674    -1.305687
        19           61              7       -1979.191675    -1.305687
        19           62              7       -1979.191676    -1.305687
-----------------------------------------------------------------------
 State of the saddle   Barrier energy   Reaction energy   Elapsed time
-----------------------------------------------------------------------
           Connected         0.252042          0.243178      39.704676
-----------------------------------------------------------------------
 9_5
-----------------------------------------------------------------------
 Push step   Relax step   Lanczos step   Potential energy   Eigenvalue
-----------------------------------------------------------------------
         0            0              0       -1979.443718   ----------
         1            0             16       -1979.416129     0.914766
         1            1             16       -1979.423177     0.914766
         2            0              3       -1979.354194     0.830365
         2            1              3       -1979.356265     0.830365
         3            0              3       -1979.231368     0.799615
         3            1              3       -1979.237874     0.799615
         4            0              3       -1979.059478     0.734330
         4            1              3       -1979.067008     0.734330
         5            0              6       -1978.828600     0.707866
         5            1              6       -1978.867790     0.707866
         6            0              3       -1978.578577     0.664295
         6            1              3       -1978.629758     0.664295
         7            0              3       -1978.284383     0.656558
         7            1              3       -1978.341461     0.656558
         8            0              5       -1977.938690     0.531857
         8            1              5       -1977.955335     0.531857
         9            0             14       -1977.480526     0.224056
         9            1             14       -1977.497029     0.224056
        10            0              8       -1977.437430    -0.317698
        11            0              4       -1977.367487    -0.928303
        12            0              3       -1977.302037    -1.009642
        13            0              4       -1977.242854    -0.771271
        13            1              4       -1977.757903    -0.771271
        13            2              4       -1978.145923    -0.771271
        13            3              4       -1978.435331    -0.771271
        13            4              4       -1978.647906    -0.771271
        13            5              4       -1978.801063    -0.771271
        13            6              4       -1978.907719    -0.771271
        13            7              4       -1978.978323    -0.771271
        13            8              4       -1979.022738    -0.771271
        14            0              6       -1978.984210    -0.838425
        14            1              6       -1979.013601    -0.838425
        14            2              6       -1979.020909    -0.838425
        15            0              4       -1978.992285    -0.784486
        15            1              4       -1978.996576    -0.784486
        15            2              4       -1979.003820    -0.784486
        15            3              4       -1979.010177    -0.784486
        15            4              4       -1979.014862    -0.784486
        15            5              4       -1979.017885    -0.784486
        16            0              5       -1979.001880    -0.842579
        16            1              5       -1979.003741    -0.842579
        16            2              5       -1979.006253    -0.842579
        16            3              5       -1979.008683    -0.842579
        16            4              5       -1979.010885    -0.842579
        16            5              5       -1979.012778    -0.842579
        16            6              5       -1979.014427    -0.842579
        16            7              5       -1979.015862    -0.842579
        16            8              5       -1979.017134    -0.842579
        16            9              5       -1979.018268    -0.842579
        16           10              5       -1979.019289    -0.842579
        16           11              5       -1979.020212    -0.842579
        16           12              5       -1979.021049    -0.842579
        16           13              5       -1979.021811    -0.842579
        16           14              5       -1979.022506    -0.842579
        16           15              5       -1979.023140    -0.842579
        16           16              5       -1979.023727    -0.842579
        16           17              5       -1979.024270    -0.842579
        16           18              5       -1979.024777    -0.842579
        16           19              5       -1979.025246    -0.842579
        16           20              5       -1979.025686    -0.842579
        16           21              5       -1979.026093    -0.842579
        16           22              5       -1979.026476    -0.842579
        16           23              5       -1979.026829    -0.842579
        16           24              5       -1979.027162    -0.842579
        16           25              5       -1979.027468    -0.842579
        16           26              5       -1979.027758    -0.842579
        16           27              5       -1979.028024    -0.842579
        16           28              5       -1979.028276    -0.842579
        16           29              5       -1979.028507    -0.842579
        16           30              5       -1979.028726    -0.842579
        16           31              5       -1979.028927    -0.842579
        16           32              5       -1979.029117    -0.842579
        16           33              5       -1979.029291    -0.842579
        16           34              5       -1979.029457    -0.842579
        16           35              5       -1979.029608    -0.842579
        16           36              5       -1979.029752    -0.842579
        16           37              5       -1979.029884    -0.842579
        16           38              5       -1979.030009    -0.842579
        16           39              5       -1979.030124    -0.842579
        16           40              5       -1979.030232    -0.842579
        16           41              5       -1979.030332    -0.842579
        16           42              5       -1979.030427    -0.842579
        16           43              5       -1979.030513    -0.842579
        16           44              5       -1979.030596    -0.842579
        16           45              5       -1979.030671    -0.842579
        16           46              5       -1979.030743    -0.842579
        16           47              5       -1979.030809    -0.842579
        16           48              5       -1979.030871    -0.842579
        16           49              5       -1979.030928    -0.842579
        16           50              5       -1979.030983    -0.842579
        16           51              5       -1979.031033    -0.842579
        16           52              5       -1979.031080    -0.842579
        16           53              5       -1979.031123    -0.842579
